N,P,K,temperature,humidity,ph,rainfall,label
85,78,13,28.72337093250927,69.08048446786543,5.677035501270472,81.42654243961914,pomegranate
88,69,10,35.3824027643755,53.06894166617707,5.90432461184137,269.7700250445764,lentil
94,125,100,36.31855378139379,80.79647401078573,8.090524582484719,230.52045728089007,pigeonpeas
10,131,73,40.03915387321028,71.01099931865295,4.756655598051351,173.87202011249022,ragi
134,73,116,28.43481240711938,58.21438364275315,4.898801775483706,114.00463271544918,jute
110,58,34,35.974935536507836,51.034215196015516,7.144213625415993,204.0989650252761,jute
117,111,87,36.48344197386359,20.30723995077541,6.748280202830836,178.64264515745967,cotton
23,32,109,16.362479487974518,64.56419328840978,8.31727562538941,169.15095634828978,ragi
68,89,105,32.53242936135267,47.97139063987835,7.892593640815182,96.15325239449272,ragi
110,15,104,27.348044359307465,77.51909090009282,4.861222921206879,129.385212153625,coconut
60,105,28,38.608068215870986,56.19997559136558,6.742653643885947,267.19541455480356,mungbean
14,81,26,24.459976829009722,39.99926044898412,6.829493244612645,63.23065454339877,mungbean
77,15,126,36.05170830876872,33.026875752913,6.269538881434991,203.39797000917483,barley
124,15,100,37.43286166303925,67.08761910572494,7.029552462956726,168.0329557999518,mothbeans
73,23,66,25.525636797543445,32.524440728852525,7.391892734063548,174.67180051905734,watermelon
64,12,24,16.442763585422103,23.965158122130973,4.9684413024037895,35.805186607950894,ragi
41,90,75,23.080956457101642,15.123615673452552,7.898420418960894,115.16849857449722,blackgram
53,76,71,34.18500581178911,54.4071164804316,6.845067567923246,218.93400832877649,muskmelon
14,77,86,25.255593200158536,36.35348576336973,6.860443487368614,66.372197815267,jute
14,75,27,16.934258781298432,53.30891486292914,5.254441438306763,78.10867741955242,ragi
98,95,19,21.41717117321584,86.65487996917152,8.275475807395715,175.8168931488359,pigeonpeas
63,38,97,25.409469051172366,50.97873512066491,7.355034789011629,105.91994693423678,barley
55,63,104,30.831653201641515,54.751644297072595,5.047555042379993,205.87481918541866,pomegranate
95,95,66,15.19555448251165,76.81829323440482,5.89660902900979,283.3287083212343,orange
108,130,22,16.12563161395148,60.556603872228706,6.37933409519306,67.22264553966048,lentil
10,127,59,23.740872471671004,81.05141213513102,6.946145772628828,49.267107029539126,lentil
122,43,129,17.155431545935002,16.11915235370553,4.640020982751978,296.4002552217552,kidneybeans
29,72,124,22.66482741355373,63.83587276258396,7.8978969336512534,42.10339401106414,coffee
18,91,84,18.777060274433303,47.88029718501312,7.0482528667725965,234.62995707176108,jute
128,134,33,19.963504497698622,84.49758179106325,5.906687730041108,159.47769826610113,barley
111,35,83,28.234379617185926,31.79070395526589,5.528513995839571,275.653992622018,pigeonpeas
37,33,97,30.34380392056704,48.36152647329675,4.6357065760099445,30.364209634296888,cotton
89,68,14,37.59158558043211,70.473568470157,4.259128948750867,208.47039027919482,kidneybeans
51,15,80,37.87727538148181,46.22422753486765,6.544274765680422,136.3351211382241,watermelon
43,86,91,16.304328538277524,92.23681207010794,4.580039085671155,204.13840950015734,wheat
89,135,15,20.259842449208517,26.500439446922194,5.198571107346958,72.09349745556803,orange
39,32,69,34.086772737741335,65.82365808009968,6.460479029438609,232.21778150961237,coconut
83,73,104,37.02413713048412,85.44981447153447,6.76717143764882,61.442636227874814,coffee
101,100,53,17.137254487956454,21.853830866861315,5.9380535552580564,288.38183485574825,apple
41,55,17,36.41975391483679,99.97076512108428,7.934546878412615,181.2982436387645,cotton
11,124,121,34.62936767549561,17.334728035890812,5.142878431700329,99.45263189653878,rice
52,129,116,16.371908732112065,38.16473311400037,5.345176235577055,256.25421734147085,mungbean
62,91,24,34.74233262434272,87.12008812797914,5.169878389290036,241.03144899602367,coconut
118,119,51,27.6907971729428,98.89230703998471,7.877643460315852,90.5417838809886,ragi
72,17,75,17.68122608830365,65.92435309136198,5.179846140666908,198.46334961516794,jute
100,35,51,24.752488791400324,86.88573948331708,6.036608299298754,222.02825784671228,mothbeans
83,119,114,31.493578574977096,93.32323285455753,5.344476342818662,56.44725369134407,lentil
101,46,139,37.43203856671933,61.81380718129885,6.044302358617685,180.2404784121532,lentil
81,105,138,36.43187252975399,83.25538478438615,7.385357417042668,238.88223394965803,wheat
103,18,57,40.332667814721006,53.10928161635168,4.490304324902407,51.590478923700076,banana
116,41,84,29.562193651519053,33.091248778053156,4.322839787772658,275.1214393926897,orange
18,83,12,39.96579156306422,31.643475236197652,7.817315131849102,57.25919053697522,wheat
103,39,18,35.364952075712125,81.73149603628245,4.040353766611209,42.07110807036572,pomegranate
105,98,125,20.07131613866661,31.630817226352978,5.554639538995864,112.61785954597379,ragi
105,64,131,17.406131585018656,51.84888695016293,7.1305550127552095,280.87225402253,watermelon
73,68,10,18.610143128053238,35.0829891179897,5.529938424575711,282.93898744422665,muskmelon
71,42,85,15.814602193226241,41.86204840713387,6.735234313190104,34.440974069681474,watermelon
82,135,39,24.789658360729025,20.228731210983494,6.780555656365439,94.39657890811908,mango
119,49,75,30.28696587003467,39.84298057206996,4.449686210483694,77.64330627183284,blackgram
126,24,20,26.402773597571702,87.56344278469511,7.692126394706506,182.36353587515976,jute
64,54,105,18.41183879994543,91.29379227994411,6.560980581038734,91.39300972295607,barley
78,60,116,17.541975522551283,62.327560007280645,7.05309639696028,132.29536164033124,maize
44,33,111,38.23747688107044,75.62313528375097,5.087648603815844,64.4317381701665,sugarcane
125,69,78,23.945452249627337,33.529846707000814,4.274312361292081,235.33092307525874,coconut
34,59,40,37.379328092761355,95.77872549195136,6.560848755292525,206.5526507084568,mungbean
91,122,112,20.003162473338108,30.814154892726442,5.125412120465642,48.07610993303453,watermelon
36,16,15,40.741113676016866,86.60636444943592,6.471603970579177,260.16836723970755,cotton
115,30,21,23.84905778780096,67.07904737306849,5.487035596510331,202.62542112246274,lentil
89,34,29,23.669471920510617,60.01211318454143,7.819498659571888,90.786385228565,maize
44,133,50,19.6924224094576,21.90047099066906,7.736809483808944,278.5037985199002,jute
18,14,84,18.342453338581922,43.24218664476536,5.909814836024099,120.68917369609962,chickpea
104,62,13,19.467830544253463,64.0438438399313,6.6659711427332615,280.87660115552694,mothbeans
139,35,40,34.24474586245309,73.5276863919956,6.34807723109148,204.69929773577178,barley
124,16,123,35.15123467718333,52.17852226011767,4.038969543524507,168.6121171886022,coffee
95,139,44,38.12508933115019,29.223197496527227,4.542405934111666,69.61225127720209,kidneybeans
49,74,63,32.32455180945142,49.557382674370714,5.456089145052921,68.52873168884204,maize
118,82,76,20.64293264935489,19.63233550715162,6.256291200975383,97.2594650261099,chickpea
112,55,42,30.327789919650662,89.75797251809755,4.867063715490374,100.2256331393298,cotton
131,55,108,40.943580756781785,85.17685267592452,7.800711844977027,198.55783797788095,rice
71,99,133,34.418054172657676,83.07374823336738,8.33017851547723,104.94494234273864,jute
135,20,90,35.51310303187913,86.06463877785012,5.370523782674903,281.3221557279469,mothbeans
139,58,81,39.55450883191961,78.90887073409294,6.618323817994469,132.26281650716507,ragi
86,118,93,39.8135576191133,53.65094939499474,6.620819676824694,178.49046804336172,apple
50,24,45,39.13820330585755,80.24547821814915,6.877100845635491,147.75499716927126,rice
20,43,17,17.472381962287557,35.01464357361837,4.0974834193023,162.74861076078335,kidneybeans
126,27,20,36.40698037398422,91.12746040399446,7.364301557741836,246.6476033888535,maize
31,82,43,39.67296672228509,24.870270200082206,7.82042101316374,31.58099434839445,cotton
83,86,13,39.24865406136455,97.69467513173824,6.550732717087902,50.70686058263125,ragi
40,117,132,28.725890353712565,54.6359030099701,6.664105069515674,227.65785852219827,sugarcane
111,79,88,19.660062340954862,19.55804666565367,6.671449021004374,58.73870772302065,pigeonpeas
138,124,139,15.962615802691936,85.82667462746504,5.29786910221317,120.7781448715689,coconut
126,49,84,41.29275018767784,19.620835565032042,6.975318945263412,86.19965739183317,mango
107,137,110,19.05559403056126,51.32526050961354,4.327802478410543,299.83772552857783,pigeonpeas
70,115,122,41.48047712321866,96.23366402701672,7.537330432078605,127.4814190088148,lentil
28,97,127,26.383794073830863,70.05869118153173,7.025219153713918,267.19104744916467,blackgram
122,20,132,28.202326556086483,44.854918505584465,5.9961715020324045,37.54833429129467,blackgram
12,112,118,31.6969023000154,81.08867303203243,8.217089650160917,146.07233975171053,grapes
51,68,52,34.23636884355855,21.717932358776658,5.359280493260581,242.40365666424267,jute
15,120,78,25.85621814317143,84.09521326610712,5.222590692237532,186.937333941297,coffee
119,138,52,27.299009792383035,47.75381412253664,6.218100670117124,153.38965044651758,banana
27,118,59,23.952141620460736,74.937221295918,6.898507805779997,161.256814654137,mango
48,61,108,34.54339958273993,99.4814328951798,4.226769862301102,265.69497184914405,kidneybeans
27,115,121,24.500386701027313,52.77965591950327,4.861250448418369,137.0341772593539,jute
132,105,33,31.40647898283605,44.09525673176736,7.538816554318297,239.41351979860463,barley
98,32,57,27.817133277819433,31.28003875544136,7.848888937781504,190.8572738782355,ragi
83,83,121,26.006703390959217,38.30910099884875,4.567603920565089,57.86954301641869,kidneybeans
40,69,72,38.08749466179462,15.796356321946144,6.821890587703088,192.15257484277151,mothbeans
91,132,84,40.09473190597622,90.09577852975286,8.287913250346294,163.75766341063618,rice
122,116,118,33.64663009531581,91.12391100041067,4.4787790930826885,167.16404440494378,maize
105,23,49,26.8453683116199,45.86284055934532,7.950957378474986,166.65367160777572,apple
30,70,66,29.482977565156133,46.9872390902394,7.219231328904257,209.98260203090618,maize
53,15,129,36.78107916476603,80.62337087638994,4.460426913258687,83.12461193220645,lentil
118,121,70,41.08567938343635,39.48577295849613,8.226591816744115,211.4482381280379,mango
127,116,110,33.310334324153956,80.56685258813819,5.2973077808296996,164.75561355816365,pomegranate
22,112,16,35.22732193319223,68.46274120944776,4.19699337649126,277.5643165921322,mango
21,39,81,16.96029683390747,70.73888683005183,4.942112606525919,130.0484343587949,pomegranate
91,134,52,24.658052120310934,30.442774909003884,5.273494571494065,265.88263675157486,pigeonpeas
82,35,77,27.371641169033065,77.44144602457217,4.898580841998031,130.7667338367196,coffee
94,27,21,22.594299455385677,49.07174412611054,5.062540151137371,100.01329743767866,banana
110,104,50,19.927741029706763,97.8044804664741,4.7180841405815155,239.05935673067444,papaya
28,24,104,31.91413522767902,61.74241099959092,5.861613381754557,206.13456948017367,watermelon
17,66,93,26.672360861711624,23.921380435559115,7.7735708503697785,191.70202899847675,apple
79,116,31,17.50880777586972,94.8532264049703,8.298344515742007,80.71618361451092,lentil
121,39,64,16.941417835831338,95.47640478315556,6.24027073272309,127.10515944351872,rice
84,99,105,19.69866365169624,35.09776610465714,7.518018510092787,154.18871816018785,mango
86,120,118,15.345298358418578,83.02657384377895,5.724577285036725,221.20805417550542,rice
54,69,135,37.31878884517561,34.82196868514069,8.263655789627155,210.14457632292712,apple
76,116,55,22.13374506900116,26.426013564555326,8.424473742859405,292.2553725660274,mango
31,77,81,34.84302335725546,90.34933741508183,4.957607837559036,44.06394130370206,mothbeans
119,131,124,31.205846722450058,41.55667659474464,8.327799631907872,105.46825879815883,blackgram
13,49,18,39.570076546802525,21.66491562516177,8.20373742548226,298.1779702071955,mungbean
46,18,23,35.50409393351977,96.83177522028251,6.655638915502589,122.57995271656716,barley
76,113,30,24.557412442856037,20.826342595960828,4.522736742723599,180.1551751387715,coffee
22,93,83,22.046596805188216,84.94526318647063,6.5759882010934625,99.99995336262226,muskmelon
44,90,132,15.647682195434953,55.24606087487204,6.698297011378976,251.13700533133996,wheat
60,114,32,21.419138421605524,46.480636297284576,6.089935560546639,35.9270307942858,lentil
14,125,39,41.82361420218771,28.105141505769762,6.5793410936481305,212.25987136558655,papaya
139,36,116,38.75146368502983,37.79889542868359,4.135397961447582,63.63352234329108,papaya
65,78,49,28.228031183698647,95.59166955103237,7.945036652539275,92.43039651306194,rice
139,86,124,26.311633557603074,46.87627270921713,4.996901915611905,57.64538323507355,wheat
13,128,23,20.98655696728489,27.626978741368557,5.616236590992677,221.50391050654264,orange
63,39,122,24.21175714204985,89.93666849780998,6.954921420005941,226.45996305244427,coconut
63,95,138,41.3442667569791,47.791407545153604,7.0375159888101875,76.85771209205214,orange
21,83,102,30.853069843190454,65.06521489355231,4.4248856619036845,162.8431668875179,cotton
132,69,69,26.995756580472626,16.680448074367078,8.275683650584472,265.9940121003092,watermelon
74,75,65,19.573472072153574,61.47409985463357,4.3566130829145715,192.3939365047271,maize
92,86,26,22.2177622215475,74.531272456366,8.372444849311606,106.92047348300122,cotton
92,47,57,40.96389519149157,75.05290050641742,8.413194520900635,105.49089291538276,orange
113,10,121,25.434942658000566,51.675523856470875,4.329916916672632,199.8478105618046,jute
55,103,39,20.15310042036518,87.74255655664851,7.446633601897098,190.5261294280971,mungbean
129,51,61,32.32158716511534,40.06209203202671,6.921444648965413,139.1229987685431,blackgram
131,93,37,35.79054520507201,35.10611415116327,4.7798091633500785,100.18562436524128,orange
21,44,68,16.92030537405646,26.426782259779642,8.240628426191629,241.2195274201354,pigeonpeas
95,68,96,27.766593279158513,92.43904170830572,5.403086603248925,105.85556129937704,chickpea
125,79,88,26.624576119453163,93.85356169655977,7.149769563697205,151.38931013869077,blackgram
47,56,91,33.576844621494004,84.73376027871755,4.247909445538769,62.813241299616976,pigeonpeas
91,116,43,29.599650489604265,95.4237311845641,4.147974932383476,240.98877053897837,pigeonpeas
69,79,60,33.87143204896464,74.66632399769304,5.222465917189617,45.069940262017944,grapes
94,51,30,36.554057805616466,99.87090343651818,5.222432974666697,75.87191988875932,rice
107,46,85,25.037732612756606,58.96225263046231,7.899141415258528,211.50621285648856,blackgram
42,77,124,21.504976412155003,76.43279327574515,6.8968294983550695,297.67334729109746,pigeonpeas
52,19,122,25.0594858448379,77.70220655532052,6.434450115594446,198.49608182604155,maize
68,139,44,39.7123617031701,83.43539626167546,4.987608613916552,159.529660672171,jute
75,65,63,31.345273251824572,39.53374489527047,4.828745917649441,81.46679971632315,coffee
27,87,66,38.01839685146247,72.26309830147844,8.079005038017282,48.10117521931491,maize
128,81,24,34.99481095778411,39.028968533229644,4.42847526326539,133.49168109562885,mango
75,97,107,36.89661198207451,86.412136864275,4.01006435694718,51.00538212457345,watermelon
89,28,16,26.65034889843445,17.94269013387963,5.004247852653837,221.44358703348237,coffee
13,36,36,25.947673380933367,53.56706673641588,7.926411649354906,60.72275250214216,kidneybeans
88,120,98,32.355305020141216,41.660828229374886,5.158652046690629,236.66592597710311,apple
126,112,114,26.17022123164972,22.12003818373001,6.289672254592766,151.53854271684023,watermelon
32,85,95,25.151915008137188,15.41055951839173,7.313233106365681,233.9226069136821,sugarcane
41,118,138,37.29443735039165,94.70069643260952,4.138181658602183,274.69710729941494,kidneybeans
26,96,94,39.463835730933965,20.69188102793348,6.191642295290918,166.19233971474276,barley
105,87,99,15.489625527035706,32.794235807086665,4.103860511132177,239.42769309767678,wheat
20,133,136,25.466256431055548,74.5305714704356,5.941608897527333,227.02511120312224,pigeonpeas
46,100,59,25.44019415110956,81.51402197087896,7.026208629522731,39.94933768886857,pigeonpeas
125,56,78,27.767760100314163,25.942259671604393,4.682858764344316,183.57067474458628,maize
107,37,105,31.877086784773166,23.058891183153726,6.042004146675348,162.62870886546068,orange
84,115,21,21.48161636041905,97.2725907780448,5.561679227543564,47.71339932984677,grapes
42,62,117,34.633281926395355,86.26014790694728,7.770725816654075,149.15843728523714,watermelon
128,126,137,25.795885766087927,69.21932867832251,5.337892453035699,47.94498916966894,coffee
134,57,126,23.997010000893077,50.889319402931974,7.909510486526136,117.15029929106953,pomegranate
49,44,139,33.484239261201566,29.046947952034326,4.234686258293786,173.82583494211974,orange
123,129,89,21.15022393797228,40.42960103334664,8.161533931835727,100.38309192531747,coconut
25,76,10,38.585602771338195,22.429510244244497,5.833025453727435,61.62911945912887,pomegranate
48,63,106,18.419520748376424,82.24524007987806,4.609667536827689,228.3915502357115,watermelon
22,106,119,15.419735748184767,47.07327970066163,7.062803297609559,87.59648501675895,chickpea
42,39,127,37.56404895879139,40.61211442431958,6.958088244425564,225.21723827857477,coconut
109,109,21,27.633788921329923,96.23217264077543,5.232195580812794,220.31310821130126,pomegranate
118,91,50,26.110019655788822,78.80314729876713,6.247941595523123,104.86122953727674,chickpea
41,86,112,24.179494097821248,36.084946178018626,5.061750985643054,212.61880135319478,mothbeans
18,74,36,25.947108075927556,98.34036852200886,8.074569390459821,187.84043621239115,sugarcane
44,63,122,19.789052441190016,66.34949706031804,4.290629127314764,263.69201732301576,cotton
26,27,64,35.4658217160853,96.56686379019561,5.32702637542682,267.8430578609891,coconut
49,116,65,15.658402052284623,30.71753596714103,8.01813352352757,199.3896469612716,orange
83,51,31,20.606172090291615,68.43346224434649,8.048116253786965,211.1997869353674,barley
74,105,58,21.919322324243485,40.61547549148955,4.277528302331475,227.86323370525614,apple
68,100,46,19.398117121112637,78.28655998291146,6.566340372133338,216.142367640357,cotton
66,130,96,27.818477169469904,98.41516964101436,8.297780350143437,37.513327071992826,cotton
10,107,87,27.72861866138914,45.135907769741024,6.8296994450933965,242.99175510729805,pomegranate
137,135,45,35.59280439943925,99.20764016970998,7.449654696955838,211.0493155150096,mothbeans
72,10,24,22.230940405729918,21.027924859756993,7.450964930048981,243.39154903534177,chickpea
56,107,135,19.91656867331019,72.08128632444323,8.37105757827708,149.3276950096844,mothbeans
18,135,117,18.20080291978526,43.30489606579939,6.100379029633029,54.84132269580277,pigeonpeas
35,44,104,20.223693335997616,37.79037583459646,7.435730871288325,218.2002670980332,apple
62,29,122,23.546414337984423,60.776894276040444,8.091159839056619,178.80115378452422,watermelon
68,55,95,33.9139820160002,94.90595045843904,6.904979940887658,68.78576579768207,watermelon
85,132,91,21.136994595377125,24.62188095358838,8.414885872638862,189.85513113487175,apple
26,94,124,25.86057974240865,53.67095886747236,6.772386199284915,230.50230622013305,sugarcane
109,118,132,31.07418643636502,51.57446027399216,6.258915712409788,42.624876127060375,watermelon
84,103,59,31.371977102863664,81.40673084337907,6.764428470296269,109.14003566311824,kidneybeans
37,83,119,17.02049560028258,75.37144865127328,6.17075441817966,78.04962517014795,kidneybeans
124,15,114,37.246210898775324,53.66546660620608,6.873365262234891,149.5367683130655,coconut
24,81,128,38.55195385365008,92.72570860590781,4.3578925115395615,288.7315203541308,mothbeans
132,43,47,26.525002978118934,26.17835847420343,6.421713966271097,259.56874197932507,sugarcane
103,101,60,33.877153737045816,32.22727440145114,6.3537725277080455,299.44480507920724,papaya
26,139,23,37.588129015310734,29.593392891430245,6.65490575835676,283.0026246655468,wheat
26,130,132,24.818722527290504,86.42832374354907,8.196659626215522,192.9437179721992,maize
101,87,68,29.258930606793093,45.21902413561094,7.977751797271715,260.4239709671189,wheat
23,129,131,22.641424137510803,68.11314069581283,5.309454014800157,266.4956786436086,kidneybeans
46,106,66,40.40744130481525,80.44453022956392,7.444070855498562,166.00401244996425,lentil
122,108,52,41.24751783739275,70.4638109690451,8.273983932133895,36.42129239194701,pomegranate
90,10,94,39.70238760127705,24.053664028401172,4.799064482682743,124.33433244669219,rice
11,103,80,27.556049423536283,82.77094930858698,8.442750098643817,48.176013614834886,orange
52,40,54,40.37304414707207,67.2593077042927,6.466240176554146,227.0915561400779,pomegranate
22,116,36,26.674576220330078,86.44079136284799,8.332841930629083,193.4495029220856,mungbean
130,93,24,40.16859400761476,61.96708524557442,8.026346836523594,244.69506592495532,grapes
112,122,103,34.181161863897344,53.22407733250103,6.134326264520073,62.94935786150335,kidneybeans
137,29,82,38.92131375791506,26.655498449105977,6.524246978321618,252.07048618580785,cotton
51,20,61,32.875963014165194,80.53032871797687,8.404498870561767,216.22537850509516,blackgram
38,14,112,29.65332757456368,19.723113433474396,5.966348679279101,228.4391754431454,mothbeans
104,42,67,40.80626443465292,72.43269890645837,5.902637651393573,186.78509794243234,maize
50,109,11,37.169920709743536,80.07868220436522,8.186041471368224,222.37231085123878,watermelon
56,26,20,37.89217840600068,32.40609641824896,6.170705320473273,160.58714079992717,chickpea
19,15,74,32.969257926579765,99.76408428869621,5.468290558310533,116.63418022101963,cotton
29,137,97,24.073778507680178,20.941564026068,4.475856216633783,264.7971474738738,banana
66,27,41,32.71869192482659,29.953930474462204,5.628303606782491,67.41671906764398,mothbeans
28,76,139,38.90083832319635,72.14080945361573,5.645243662671024,224.7473709830534,watermelon
18,19,66,35.01531653823038,60.185974164060255,7.721265777694234,244.54581797770933,sugarcane
98,76,123,40.02267894071083,61.007695338356505,4.7149084689231575,75.47572783396504,papaya
34,12,138,26.00424370547556,46.73499725455997,8.043410780832367,134.9233581032933,chickpea
86,35,21,32.92190028341503,19.158755517978463,7.275166574688763,287.89398389571585,pigeonpeas
109,134,84,38.38629176389757,69.9977843062664,5.217471708035532,59.075003791923464,muskmelon
86,28,90,19.240685469803914,46.328081857511904,4.305110583768387,239.1518670503225,kidneybeans
116,106,121,37.790885485031254,17.941851589782893,5.263798647936948,222.46144212966036,mango
71,93,60,20.311699346918722,83.04724348724015,8.496075395561657,99.02284274555608,blackgram
53,69,122,33.9818014655933,64.06882009750157,6.944872439768878,278.3265690811915,maize
32,63,83,38.88040994695916,57.08982403658073,5.902239802799245,113.97389477809838,jute
70,78,70,15.138393520748467,44.53098597340484,5.153121761205924,134.16569487138338,chickpea
16,36,33,39.17252182684953,33.164221536441545,5.057489905265963,240.33563230008144,muskmelon
110,62,13,26.810785424331023,96.03387631269219,7.632395607919408,96.31329824824735,orange
28,136,103,41.44083522987444,74.7812734029236,7.36529854673568,38.224842523986986,mango
43,57,104,21.16614541424484,75.2553244372719,4.315007021157276,216.43281675866754,kidneybeans
58,100,75,39.65181094041752,24.856554315172264,5.652266762755627,246.48874607249098,ragi
44,75,79,33.76335603439449,57.94237720027364,7.860511115229682,247.83549710415386,pomegranate
86,122,25,28.950141718274637,51.409526500422004,6.324631162353494,225.54669140811734,apple
33,98,62,39.99680929308259,22.067066716252718,4.215592072653597,171.92450977761789,muskmelon
103,136,50,30.770848600684985,80.25010489498216,7.325744734593102,108.76296564942808,orange
35,116,64,23.77971160887719,49.5931013481273,4.581782554533683,155.2563279946187,lentil
95,86,24,17.278657381013236,40.333843807119024,6.5937675470478565,103.94025449471681,mango
49,32,25,28.249857220820168,33.72383664036245,7.660753014966503,265.6292415943326,mango
85,58,88,26.48112113568325,22.864486271450414,6.034406631515973,240.5481450522403,mothbeans
11,138,109,20.351950330940163,55.889253497641405,4.366307534624682,197.33088658597265,papaya
23,77,112,23.222854982940227,72.47679217084738,6.443208928119647,199.98222874225684,rice
73,99,135,24.826265784151243,20.69278203190799,5.216921193638988,62.09782465095045,ragi
35,23,40,24.492335457973233,82.86533723072898,7.797915133145821,30.27811819062605,coconut
112,43,134,37.08645949971865,68.2544115020491,8.276224449390048,52.82462367103835,orange
98,110,75,35.62007776268581,62.49577818149925,6.303679313561429,236.37888349142287,pigeonpeas
10,83,115,27.0408506126563,97.47985752509584,7.69914221292773,194.8947471950166,muskmelon
104,61,121,27.177667506380665,84.97308163912525,7.577966374353907,135.24852722680777,blackgram
49,72,117,32.27585846701814,70.23309843636372,7.505608169745763,279.2579964553307,jute
68,45,128,40.62750159662458,72.20293100829403,5.230321472147739,54.1801195965993,blackgram
113,52,73,32.788862658693304,58.32949371213497,7.8572320678,85.7483920916994,kidneybeans
66,102,131,23.365948677188413,32.64265908749957,6.878974660754647,138.68774830245093,maize
26,18,108,35.95651818258651,15.1490914756912,5.6610819836328785,169.33128678531747,mothbeans
104,80,134,17.724624091367602,43.57245399609748,4.20689292256619,216.93739920049933,sugarcane
38,76,14,35.74983639303074,35.73047819308214,4.928470408361715,60.25791135666745,mango
75,110,22,25.624907110703205,55.1458390367784,6.107048811522261,170.63020115145537,wheat
34,135,30,27.41252538991842,44.04671269005456,8.187219288022813,291.8624227385844,rice
130,105,110,15.14985724426965,66.69931294570071,5.0141103855904845,188.21941423041037,chickpea
17,64,32,27.581116837651155,51.67595590300039,4.838219854684046,43.83335736882313,jute
46,50,101,39.43257963732319,18.890596533645834,5.316408967646155,56.5494336653626,apple
17,40,98,28.462414451467005,43.43116795211652,6.833272652173782,229.17504129578074,banana
110,11,132,22.84598053977967,61.16110626887905,4.72320525733016,88.29702347056366,pigeonpeas
24,45,59,18.229281122071317,73.6049566200639,7.355835703061079,66.46784715368707,watermelon
125,91,120,34.18731903266473,26.429680550697043,4.953720139515802,161.66328313106766,pomegranate
18,28,104,37.47407759552639,42.62863326691625,5.714264634616586,171.78904595841522,grapes
77,91,16,16.140863312183974,87.4815853735435,4.837093357500853,294.39433304594974,coffee
17,125,32,32.7183589841343,68.5404976244119,6.897826360386075,67.45490899060763,barley
92,55,19,34.73876400158436,30.98924770099051,6.594414835328972,103.39779305541016,jute
128,44,121,31.280620524968583,27.038309812481913,5.290336312921826,207.9458687860606,papaya
135,93,89,32.60585838082496,25.189745821930956,6.212645280755586,259.70428053459733,chickpea
17,62,21,19.892956906667504,44.75443128143969,5.060726964531991,132.33692155856457,cotton
31,63,60,32.591133980696604,43.0357069056751,6.743164340953921,290.6604168343902,coffee
33,22,132,34.159459639400225,60.82886184889745,5.6467194862510555,77.63034239081473,wheat
105,113,49,35.412320827753646,60.480653195562326,5.373946784638628,92.50396897038823,apple
111,99,16,26.57456274315048,79.12661873670677,7.281832673067402,155.40247844562913,coconut
125,50,119,41.58942833512145,22.557811549943963,7.836798122568559,258.7712386605614,papaya
54,134,38,33.18736420107887,90.43025868235951,6.674376231766418,286.84299905603586,sugarcane
92,113,115,35.94581118653693,77.46814233704427,5.916027308891684,69.9210205431858,coffee
13,78,73,36.14461659627552,56.47205140671733,5.935849867146642,236.63052043931143,grapes
42,97,37,33.788253663553505,98.81793207252014,5.2702436589921575,110.31857551345405,jute
100,132,49,27.94868416460313,29.932922108937785,4.011653445902761,256.98141010762635,barley
74,42,31,36.60648512951734,37.929033542130696,4.95911454038986,108.0494459879603,mothbeans
18,33,36,31.55938982841896,53.03342973417664,5.253793831319879,89.18135707781082,mungbean
118,19,138,17.360589805718057,48.33924454935239,5.199570286444657,239.57339304580614,mango
94,73,122,25.231568612256552,32.17846277601486,7.378100726519691,295.56638748831307,apple
101,30,129,28.0828281630219,78.4414045592842,6.108923477429953,204.3941023986625,lentil
34,131,135,19.838809137515184,35.285377781078566,8.086195478699167,253.42462588987576,ragi
92,104,54,32.65081510158976,80.64888127387391,4.853056037565747,59.87947148856668,kidneybeans
116,128,110,38.52158896869429,97.6525227011969,6.2379886860229945,36.838070417160274,wheat
91,30,89,30.910173999336617,70.33266502483737,5.367640668292166,216.68500777724233,chickpea
108,11,89,40.671225936627124,85.15347968950174,4.0978550066997395,97.41967861940348,mothbeans
67,77,27,31.55859916850115,82.60746948819794,4.5922207984982535,237.6405367265439,wheat
119,122,102,23.893539070118702,73.10787582117305,7.676429357908029,94.22624001373363,coffee
49,91,64,25.980210718559107,62.249204091893326,4.805935352306465,267.3512894316764,apple
103,13,31,22.06092117716407,89.849426797983,4.720984952478807,80.40209787480853,wheat
14,51,86,39.09304421480718,97.9690231825411,7.470624196488116,238.2122188688479,coffee
20,99,100,22.42344925361065,85.42705203331461,5.990681084956729,63.608525952903136,sugarcane
20,96,14,30.759460575132845,58.08214966516383,4.584134616001647,218.0789538393372,jute
132,105,44,26.11977180541656,63.791290282195696,8.047066755993612,227.7619245088785,muskmelon
69,69,130,27.394440656700425,19.958861698332864,7.257964294543445,103.12257317173365,jute
23,39,58,33.98516710473244,98.64332829927591,6.045995114122077,128.27992315834314,papaya
97,103,118,36.192690152839305,77.50909604626108,6.288131823723827,259.56624194015535,banana
121,25,101,26.30006789245264,17.100065773035148,5.505827732715209,130.85847168303087,coffee
30,71,49,19.410542133948216,22.261233403552062,5.0532623745892025,227.25611190054107,watermelon
52,21,116,20.063890523980856,48.79530377833264,7.957996318952312,95.90840178844113,banana
